StatisticCrimeGroup,StatisticCrimeType,Crime,Excluded
עבירות נגד גוף,(תקיפה (למעט עובדי ציבור,שימוש באלימות,
עבירות נגד גוף,(תקיפה (למעט עובדי ציבור,שימוש ברעל לצורך הרגזה,
עבירות נגד גוף,(תקיפה (למעט עובדי ציבור,תקיפה,
עבירות נגד גוף,(תקיפה (למעט עובדי ציבור,תקיפה במקום בו מתקיים אירוע ספורט,
עבירות נגד גוף,(תקיפה (למעט עובדי ציבור,תקיפה בנסיבות מחמירות -בן משפחה אחר,
עבירות נגד גוף,(תקיפה (למעט עובדי ציבור,תקיפה בצוותא כדי לבצע פשע/גניבה,
עבירות נגד גוף,(תקיפה (למעט עובדי ציבור,תקיפה בצוותא כדי למנוע מעצר/לכידה,
עבירות נגד גוף,(תקיפה (למעט עובדי ציבור,תקיפה בתנאים מחמירים,
עבירות נגד גוף,(תקיפה (למעט עובדי ציבור,תקיפה הגורמת חבלה ממש,
עבירות נגד גוף,(תקיפה (למעט עובדי ציבור,תקיפה וגרימת חבלה גופנית,
עבירות נגד גוף,(תקיפה (למעט עובדי ציבור,תקיפה וחבלה ממשית ע'י שניים או יותר,
עבירות נגד גוף,(תקיפה (למעט עובדי ציבור,תקיפה כדי לבצע פשע,
עבירות נגד גוף,(תקיפה (למעט עובדי ציבור,תקיפה כדי לבצע פשע,
עבירות נגד גוף,(תקיפה (למעט עובדי ציבור,תקיפה לבצע פשע ע'י שניים או יותר,
עבירות נגד גוף,(תקיפה (למעט עובדי ציבור,תקיפה לשם בצוע עבירה,
עבירות נגד גוף,(תקיפה (למעט עובדי ציבור,תקיפה סתם,
עבירות נגד גוף,(תקיפה (למעט עובדי ציבור,תקיפה סתם - בן זוג,
עבירות נגד גוף,(תקיפה (למעט עובדי ציבור,תקיפה סתם - בן משפחה אחר,
עבירות נגד גוף,(תקיפה (למעט עובדי ציבור,תקיפה סתם - חסר ישע ע'י אחראי,
עבירות נגד גוף,(תקיפה (למעט עובדי ציבור,תקיפה סתם - קטין ע'י אחראי,
עבירות נגד גוף,(תקיפה (למעט עובדי ציבור,תקיפה סתם ע'י שניים או יותר,
עבירות נגד גוף,(תקיפה (למעט עובדי ציבור,תקיפה על רקע מעצר ע'י שניים או יותר,
עבירות נגד גוף,(תקיפה (למעט עובדי ציבור,תקיפה שלא כדין,
עבירות נגד גוף,(תקיפה (למעט עובדי ציבור,תקיפת האחראי על קטין וגרימת חבלה,1
עבירות נגד גוף,(תקיפה (למעט עובדי ציבור,תקיפת זקן הגורמת חבלה של ממש,1
עבירות נגד גוף,(תקיפה (למעט עובדי ציבור,תקיפת חסר ישע וגרימת חבלה ע'י אחראי,1
עבירות נגד גוף,(תקיפה (למעט עובדי ציבור,תקיפת קטין וגרימת חבלה ע'י אחראי,1
עבירות נגד גוף,(תקיפה (למעט עובדי ציבור,תקיפת קטין וגרימת חבלה של ממש,1
עבירות נגד גוף,אחר - כלפי גוף אדם,איום על שוטר או שיחוד שוטר,
עבירות נגד גוף,אחר - כלפי גוף אדם,קשר לגרימת נזק גופני או למוניטין,
עבירות נגד גוף,הקמת מחסום,סיכון אדם בנתיב תחבורה בהנחת דבר,
עבירות נגד גוף,השלכת בקבוק תבערה,חבלה כתוצאה מהשלכת בקבוק תבערה,
עבירות נגד גוף,השלכת בקבוק תבערה,חבלה מכוונת מחמירה של חסר ישע,
עבירות נגד גוף,השלכת בקבוק תבערה,חבלה מכוונת מחמירה של קטין,
עבירות נגד גוף,השלכת בקבוק תבערה,חבלה מכוונת מחמירה של קטין במשפחה,
עבירות נגד גוף,השלכת בקבוק תבערה,פציעה כתוצאה מהשלכת בקבוק תבערה,
עבירות נגד גוף,חבלה גופנית חמורה,גרימת חבלה בכוונה להשחתת הגוף,
עבירות נגד גוף,חבלה גופנית חמורה,גרימת חבלה חמורה לחסר ישע,1
עבירות נגד גוף,חבלה גופנית חמורה,גרימת פיצוץ חומר נפץ,
עבירות נגד גוף,חבלה גופנית חמורה,הדברה בסמים לצורך עבירה,
עבירות נגד גוף,חבלה גופנית חמורה,הטלת מום כדי לבצע עבירה,
עבירות נגד גוף,חבלה גופנית חמורה,הימום לשם ביצוע עבירה,
עבירות נגד גוף,חבלה גופנית חמורה,הנחת חומר נפיץ או נוזל שלא כדין,
עבירות נגד גוף,חבלה גופנית חמורה,הנחת חומר נפץ לגרום לחבלה,
עבירות נגד גוף,חבלה גופנית חמורה,הנחת חומר נפץ להשחתת הגוף,
עבירות נגד גוף,חבלה גופנית חמורה,השולח חומר נפץ לאחר,
עבירות נגד גוף,חבלה גופנית חמורה,חבלה או פציעה כשהעבריין מזויין,
עבירות נגד גוף,חבלה גופנית חמורה,חבלה או פציעה ע'י שניים או יותר,
עבירות נגד גוף,חבלה גופנית חמורה,חבלה חמורה,
עבירות נגד גוף,חבלה גופנית חמורה,חבלה חמורה,
עבירות נגד גוף,חבלה גופנית חמורה,חבלה חמורה כלפי בן משפחה,
עבירות נגד גוף,חבלה גופנית חמורה,חבלה חמורה ע'י אדם מזויין,
עבירות נגד גוף,חבלה גופנית חמורה,חבלה כשעבריין מזויין,
עבירות נגד גוף,חבלה גופנית חמורה,חבלה ע'י שניים או יותר,
עבירות נגד גוף,חבלה גופנית חמורה,נסיון השחתת גוף,
עבירות נגד גוף,חבלה גופנית חמורה,נסיון לחבול בחומר נפיץ,
עבירות נגד גוף,חבלה גופנית חמורה,עבירות לפי ס' 329(א) כלפי בן משפחה,
עבירות נגד גוף,חבלה גופנית חמורה,פציעה או חבלה זדונית שלא כדין,
עבירות נגד גוף,חבלה גופנית חמורה,פציעה כשעבריין מזויין,
עבירות נגד גוף,חבלה גופנית חמורה,פציעה ע'י שניים או יותר,
עבירות נגד גוף,חבלה גופנית חמורה,שיגור חומר נפיץ לאחר שלא כדין,
עבירות נגד גוף,חבלה גופנית חמורה,שימוש ברעל כדי סיכון חיים,
עבירות נגד גוף,חבלה גופנית חמורה,שלילת כושר ההתנגדות לצורך עבירה,
עבירות נגד גוף,חבלה גופנית חמורה,שמוש בנוזל או בחומר לשם השחתת הגוף,
עבירות נגד גוף,חבלה גופנית חמורה,שפיכת נוזל לשם השחתת הגוף,
עבירות נגד גוף,חבלה גופנית חמורה,תקיפה הגורמת חבלה,
עבירות נגד גוף,חבלה גופנית חמורה,תקיפה הגורמת חבלה חמורה או נכות,
עבירות נגד גוף,חבלה גופנית חמורה,תקיפה הגורמת חבלה ממש - בן זוג,
עבירות נגד גוף,חבלה גופנית חמורה,תקיפת זקן הגורמת חבלה חמורה,1
עבירות נגד גוף,חבלה גופנית חמורה,תקיפת חסר ישע וגרימת חבלה של ממש,1
עבירות נגד גוף,"חטיפה,כפייה ומאסר שווא",גניבת ילד,1
עבירות נגד גוף,"חטיפה,כפייה ומאסר שווא",גרימה עזיבת המדינה לשם זנות/עבדות,1
עבירות נגד גוף,"חטיפה,כפייה ומאסר שווא",הוצאה אל מעבר לגבולות המדינה,1
עבירות נגד גוף,"חטיפה,כפייה ומאסר שווא",הוצאה מחוץ לאזור,
עבירות נגד גוף,"חטיפה,כפייה ומאסר שווא",החזקה בתנאי עבדות,1
עבירות נגד גוף,"חטיפה,כפייה ומאסר שווא",החזקת קטין בתנאי עבדות,1
עבירות נגד גוף,"חטיפה,כפייה ומאסר שווא",הסתרת חטוף,1
עבירות נגד גוף,"חטיפה,כפייה ומאסר שווא",חטיפה,1
עבירות נגד גוף,"חטיפה,כפייה ומאסר שווא",חטיפה,1
עבירות נגד גוף,"חטיפה,כפייה ומאסר שווא",חטיפה,1
עבירות נגד גוף,"חטיפה,כפייה ומאסר שווא",חטיפה בכוונה לכלוא,
עבירות נגד גוף,"חטיפה,כפייה ומאסר שווא",חטיפה בצפי לסיכון/כדי לסחוט/לאיים,
עבירות נגד גוף,"חטיפה,כפייה ומאסר שווא",חטיפה המסכנת חיים,
עבירות נגד גוף,"חטיפה,כפייה ומאסר שווא",חטיפה לביצוע עבירת מין,1
עבירות נגד גוף,"חטיפה,כפייה ומאסר שווא",חטיפה להולדת ילד,1
עבירות נגד גוף,"חטיפה,כפייה ומאסר שווא",חטיפה לשם אונס או חילול כבוד,
עבירות נגד גוף,"חטיפה,כפייה ומאסר שווא",חטיפה לשם חבלה חמורה,1
עבירות נגד גוף,"חטיפה,כפייה ומאסר שווא",חטיפה לשם כליאה,1
עבירות נגד גוף,"חטיפה,כפייה ומאסר שווא",חטיפה לשם סחיטה או איומים,
עבירות נגד גוף,"חטיפה,כפייה ומאסר שווא",חטיפה לשם רצח או סחיטה,1
עבירות נגד גוף,"חטיפה,כפייה ומאסר שווא",חטיפה ממשמורת לשם רצח,1
עבירות נגד גוף,"חטיפה,כפייה ומאסר שווא",חטיפה ממשמורת של קטין מתחת לגיל 16,1
עבירות נגד גוף,"חטיפה,כפייה ומאסר שווא",חטיפת ובעילת קטינה נשואה גדולה מ15,
עבירות נגד גוף,"חטיפה,כפייה ומאסר שווא",חטיפת ילד,
עבירות נגד גוף,"חטיפה,כפייה ומאסר שווא",חטיפת קטין בן פחות מ 15 במרמה/בכוח,
עבירות נגד גוף,"חטיפה,כפייה ומאסר שווא",כליאת שוא,1
עבירות נגד גוף,"חטיפה,כפייה ומאסר שווא",כליאת שוא על ידי מתחזה לתפקיד רשמי,1
עבירות נגד גוף,"חטיפה,כפייה ומאסר שווא",מאסר או כליאה שלא כדין,
עבירות נגד גוף,"חטיפה,כפייה ומאסר שווא",מעצר או כליאת אדם שלא כדין,
עבירות נגד גוף,"חטיפה,כפייה ומאסר שווא",מעצר שלא כדין,
עבירות נגד גוף,"חטיפה,כפייה ומאסר שווא",מעצר/כליאה תוך התחזות/התיימרות,
עבירות נגד גוף,"חטיפה,כפייה ומאסר שווא",סחר בבני אדם לביצוע עבירות מין,1
עבירות נגד גוף,"חטיפה,כפייה ומאסר שווא",סחר בבני אדם לדברי תועבה,1
עבירות נגד גוף,"חטיפה,כפייה ומאסר שווא",סחר בבני אדם להולדת ילד,1
