"disease_type","Jerusalem","Zefat","Kinneret","Afula","Akko","Nazareth","Haifa","Hadera","Ha'Sharon","Petach Tiqwa","Ramla","Rehovot","Tel Aviv","Beer Sheva","Ashqelon","disease_type_heb","week_num","year"
"Perinatal streptococcal B early onset",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"סטרפטוקוק B סב-לידתי - התחלה מוקדמת","17","2016"
"Perinatal streptococcal B late onset",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"סטרפטוקוק B סב-לידתי - התחלה מאוחרת","17","2016"
"Salmonellosis of the gastrointestinal tract",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"סלמונלוזיס של דרכי העיכול","17","2016"
"Syphilis - primary and secondary",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"עגבת ראשונית ושניונית","17","2016"
"Syphilis - other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"עגבת אחרת ומאוחרת","17","2016"
"Congenital Syphilis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"עגבת מלידה","17","2016"
"Paratyphoid fever",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"פאראטיפואיד","17","2016"
"Tetanus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"צפדת","17","2016"
"Leprosy",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"צרעת","17","2016"
"Q fever",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת Q","17","2016"
"Dangue fever",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת דנגי","17","2016"
"Rift Valley fever",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת השקע האפריקני","17","2016"
"Relapsing fever",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת חוזרת","17","2016"
"Spotted fever",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת כתמים","17","2016"
"West Nile fever",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת מערב הנילוס","17","2016"
"Viral hemorrhagic fever: Ebola, Lassa, Marburg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת נגיפית המורגית: אבולה, לאסה, מרבורג","17","2016"
"Viral hemorrhagic fever excluding Ebola, Lassa, Marburg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת נגיפית המורגית למעט אבולה, לאסה, מרבורג","17","2016"
"Yellow Fever",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת צהובה","17","2016"
"Rheumatic fever",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת שיגרון","17","2016"
"Campylobacteriosis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קמפילובקטריוזיס","17","2016"
"Criptosporidiosis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קריפטוספורידיוזיס","17","2016"
"Other rickettsial diseases",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ריקטסיוזות אחרות","17","2016"
"Tuberculosis - active pulmonary",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שחפת ריאות פעילה","17","2016"
"Tuberculosis - extrapulmonary",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שחפת מחוץ לריאות","17","2016"
"Shigellosis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שיגלוזיס","17","2016"
"Poliomyelitis caused by wild-type poliovirus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שיתוק ילדים הנגרם ע""י זן פרא של נגיף הפוליו","17","2016"
"Poliomyelitis caused by vaccine derived poliovirus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שיתוק ילדים הנגרם ע""י נגיף שמקורו בתרכיב חיסון","17","2016"
"Acute flaccid paralysis (through 15)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שיתוק רפה חד (עד גיל 15 ועד בכלל)","17","2016"
"Pertussis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שעלת","17","2016"
"Influenza caused by a new subtype",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שפעת הנגרמת ע""י זן חדש","17","2016"
"Pandemic influenza",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שפעת פנדמית","17","2016"
"Avian influenza",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שפעת העופות","17","2016"
"Toxic shock syndrome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"תסמונת ההלם הטוקסי","17","2016"
"Severe Acute Respiratory Syndrome (SARS)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"תסמונת נשימתית חמורה חדה","17","2016"
"Food/Water borne infections",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"הרעלת מזון/מים","17","2016"
"Varicella - Chickenpox",2,0,0,4,0,0,0,0,6,0,0,24,0,0,2,"אבעבועות רוח","18","2016"
"Smallpox",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"אבעבועות שחורות","18","2016"
"Rubella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"אדמת","18","2016"
"Congenital rubella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"אדמת מלידה","18","2016"
"E. coli O157:H7 infection",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיהום ע""י א. קולי O157:H7","18","2016"
"HIV carrier/ AIDS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"נשא HIV/ איידס","18","2016"
"Echinococcosis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"אכינוקוקוזיס","18","2016"
"Diphtheria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"אסכרה","18","2016"
"Botulism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"בוטוליזם","18","2016"
"Brucellosis",2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,"ברוצלוזיס","18","2016"
"Giardiasis",9,0,0,0,0,0,1,0,1,0,0,1,3,0,0,"ג'יארדיאזיס","18","2016"
"Anthrax",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"גחלת","18","2016"
"Pneumonic Plague",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דבר נשימתי","18","2016"
"Plague- non pneumonic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דבר שאינו נשימתי","18","2016"
"Acute Hepatitis A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת כבד נגיפית A","18","2016"
"Acute Hepatitis B",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"דלקת כבד נגיפית B","18","2016"
"Acute Hepatitis C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת כבד נגיפית C","18","2016"
"Acute viral hepatitis - other",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"דלקת כבד נגיפית אחרת","18","2016"
"Encephalitis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת מח חדה","18","2016"
"Meningitis - meningococcal",1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,"דלקת עוצבה חדה מנינגוקוקית","18","2016"
"Meningitis - Haemophilus influenzae b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת עוצבה חדה ע""י Hib","18","2016"
"Meningitis - pneumococcal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת עוצבה חדה פנוימוקוקית","18","2016"
"Acute viral meningitis",0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,"דלקת עוצבה נגיפית","18","2016"
"Meningitis - unknown agent",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"דלקת עוצבה - מחולל לא ידוע","18","2016"
"Meningitis - other",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"דלקת עוצבה חדה אחרת","18","2016"
"Gonorrhea",0,0,0,0,0,0,1,0,1,1,0,0,13,0,0,"זיבה","18","2016"
"H. influenzae b invasive infection",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"זיהום פולשני ע""י Hib","18","2016"
"Meningococcal invasive infection",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיהום פולשני ע""י מנינגוקוק","18","2016"
"Pneumococcal invasive infection",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,"זיהום פולשני ע""י פנוימוקוק","18","2016"
"Zika",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיקה","18","2016"
"Congenital Zika",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיקה מלידה","18","2016"
"Mumps",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"חזרת","18","2016"
"Measles",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"חצבת","18","2016"
"Tularemia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"טולרמיה","18","2016"
"Typhoid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"טיפואיד","18","2016"
"Murine typhus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"טיפוס מוריני","18","2016"
"Cholera",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"כולירה","18","2016"
"Non cholera vibrio infection",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ויבריו שאינו כולירה","18","2016"
"Rabies",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"כלבת","18","2016"
"Chlamydia trachomatis of the genital tract",0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,"כלמידיה טרכומטיס בדרכי המין","18","2016"
"Lymphogranuloma venereum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"לימפוגרנולומה ונראום","18","2016"
"Listeriosis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ליסטריוזיס","18","2016"
"Visceral leishmaniasis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"לישמניאזיס - קלה אזר","18","2016"
"Cutaneous leishmaniasis",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"לישמניאזיס של העור","18","2016"
"Leptospirosis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"לפטוספירוזיס","18","2016"
"Legionellosis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"מחלת הלגיונרים","18","2016"
"Creutzfeldt-Jacob disease",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"מחלת קרויצפלדט-יעקוב","18","2016"
"Malaria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"מלריה","18","2016"
"GAS Invasive Infection",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"סטרפטוקוקים מקבוצה A זיהום פולשני","18","2016"
"Perinatal streptococcal B early onset",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"סטרפטוקוק B סב-לידתי - התחלה מוקדמת","18","2016"
"Perinatal streptococcal B late onset",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"סטרפטוקוק B סב-לידתי - התחלה מאוחרת","18","2016"
"Salmonellosis of the gastrointestinal tract",1,0,0,0,1,0,1,0,6,4,0,4,1,0,1,"סלמונלוזיס של דרכי העיכול","18","2016"
"Syphilis - primary and secondary",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,"עגבת ראשונית ושניונית","18","2016"
"Syphilis - other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"עגבת אחרת ומאוחרת","18","2016"
"Congenital Syphilis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"עגבת מלידה","18","2016"
"Paratyphoid fever",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"פאראטיפואיד","18","2016"
"Tetanus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"צפדת","18","2016"
"Leprosy",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"צרעת","18","2016"
"Q fever",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"קדחת Q","18","2016"
"Dangue fever",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת דנגי","18","2016"
"Rift Valley fever",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת השקע האפריקני","18","2016"
"Relapsing fever",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת חוזרת","18","2016"
"Spotted fever",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת כתמים","18","2016"
"West Nile fever",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת מערב הנילוס","18","2016"
"Viral hemorrhagic fever: Ebola, Lassa, Marburg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת נגיפית המורגית: אבולה, לאסה, מרבורג","18","2016"
"Viral hemorrhagic fever excluding Ebola, Lassa, Marburg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת נגיפית המורגית למעט אבולה, לאסה, מרבורג","18","2016"
"Yellow Fever",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת צהובה","18","2016"
"Rheumatic fever",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת שיגרון","18","2016"
"Campylobacteriosis",7,0,0,1,5,0,0,0,3,0,0,24,17,0,5,"קמפילובקטריוזיס","18","2016"
"Criptosporidiosis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קריפטוספורידיוזיס","18","2016"
"Other rickettsial diseases",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ריקטסיוזות אחרות","18","2016"
"Tuberculosis - active pulmonary",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"שחפת ריאות פעילה","18","2016"
"Tuberculosis - extrapulmonary",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שחפת מחוץ לריאות","18","2016"
"Shigellosis",225,0,0,0,1,0,0,0,0,0,0,2,2,0,5,"שיגלוזיס","18","2016"
"Poliomyelitis caused by wild-type poliovirus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שיתוק ילדים הנגרם ע""י זן פרא של נגיף הפוליו","18","2016"
"Poliomyelitis caused by vaccine derived poliovirus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שיתוק ילדים הנגרם ע""י נגיף שמקורו בתרכיב חיסון","18","2016"
"Acute flaccid paralysis (through 15)",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"שיתוק רפה חד (עד גיל 15 ועד בכלל)","18","2016"
"Pertussis",10,0,0,1,2,0,9,0,5,0,0,10,18,0,1,"שעלת","18","2016"
"Influenza caused by a new subtype",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שפעת הנגרמת ע""י זן חדש","18","2016"
"Pandemic influenza",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שפעת פנדמית","18","2016"
"Avian influenza",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שפעת העופות","18","2016"
"Toxic shock syndrome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"תסמונת ההלם הטוקסי","18","2016"
"Severe Acute Respiratory Syndrome (SARS)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"תסמונת נשימתית חמורה חדה","18","2016"
"Food/Water borne infections",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"הרעלת מזון/מים","18","2016"
"Varicella - Chickenpox",14,0,0,1,0,0,3,0,0,3,0,19,41,0,0,"אבעבועות רוח","19","2016"
"Smallpox",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"אבעבועות שחורות","19","2016"
"Rubella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"אדמת","19","2016"
"Congenital rubella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"אדמת מלידה","19","2016"
"E. coli O157:H7 infection",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיהום ע""י א. קולי O157:H7","19","2016"
"HIV carrier/ AIDS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"נשא HIV/ איידס","19","2016"
"Echinococcosis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"אכינוקוקוזיס","19","2016"
"Diphtheria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"אסכרה","19","2016"
"Botulism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"בוטוליזם","19","2016"
"Brucellosis",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"ברוצלוזיס","19","2016"
"Giardiasis",14,0,0,0,2,0,0,0,0,0,0,0,2,0,0,"ג'יארדיאזיס","19","2016"
"Anthrax",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"גחלת","19","2016"
"Pneumonic Plague",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דבר נשימתי","19","2016"
"Plague- non pneumonic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דבר שאינו נשימתי","19","2016"
"Acute Hepatitis A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת כבד נגיפית A","19","2016"
"Acute Hepatitis B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת כבד נגיפית B","19","2016"
"Acute Hepatitis C",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת כבד נגיפית C","19","2016"
"Acute viral hepatitis - other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת כבד נגיפית אחרת","19","2016"
"Encephalitis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת מח חדה","19","2016"
"Meningitis - meningococcal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת עוצבה חדה מנינגוקוקית","19","2016"
"Meningitis - Haemophilus influenzae b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת עוצבה חדה ע""י Hib","19","2016"
"Meningitis - pneumococcal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת עוצבה חדה פנוימוקוקית","19","2016"
"Acute viral meningitis",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"דלקת עוצבה נגיפית","19","2016"
"Meningitis - unknown agent",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת עוצבה - מחולל לא ידוע","19","2016"
"Meningitis - other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת עוצבה חדה אחרת","19","2016"
"Gonorrhea",0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,"זיבה","19","2016"
"H. influenzae b invasive infection",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיהום פולשני ע""י Hib","19","2016"
"Meningococcal invasive infection",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיהום פולשני ע""י מנינגוקוק","19","2016"
"Pneumococcal invasive infection",0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,"זיהום פולשני ע""י פנוימוקוק","19","2016"
"Zika",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיקה","19","2016"
"Congenital Zika",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיקה מלידה","19","2016"
"Mumps",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"חזרת","19","2016"
"Measles",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"חצבת","19","2016"
"Tularemia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"טולרמיה","19","2016"
"Typhoid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"טיפואיד","19","2016"
"Murine typhus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"טיפוס מוריני","19","2016"
"Cholera",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"כולירה","19","2016"
"Non cholera vibrio infection",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ויבריו שאינו כולירה","19","2016"
"Rabies",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"כלבת","19","2016"
"Chlamydia trachomatis of the genital tract",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"כלמידיה טרכומטיס בדרכי המין","19","2016"
"Lymphogranuloma venereum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"לימפוגרנולומה ונראום","19","2016"
"Listeriosis",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"ליסטריוזיס","19","2016"
"Visceral leishmaniasis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"לישמניאזיס - קלה אזר","19","2016"
"Cutaneous leishmaniasis",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"לישמניאזיס של העור","19","2016"
"Leptospirosis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"לפטוספירוזיס","19","2016"
"Legionellosis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"מחלת הלגיונרים","19","2016"
"Creutzfeldt-Jacob disease",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"מחלת קרויצפלדט-יעקוב","19","2016"
"Malaria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"מלריה","19","2016"
"GAS Invasive Infection",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"סטרפטוקוקים מקבוצה A זיהום פולשני","19","2016"
"Perinatal streptococcal B early onset",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"סטרפטוקוק B סב-לידתי - התחלה מוקדמת","19","2016"
"Perinatal streptococcal B late onset",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"סטרפטוקוק B סב-לידתי - התחלה מאוחרת","19","2016"
"Salmonellosis of the gastrointestinal tract",24,0,0,0,2,0,1,0,4,4,0,5,0,0,1,"סלמונלוזיס של דרכי העיכול","19","2016"
"Syphilis - primary and secondary",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,"עגבת ראשונית ושניונית","19","2016"
"Syphilis - other",0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,"עגבת אחרת ומאוחרת","19","2016"
"Congenital Syphilis",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"עגבת מלידה","19","2016"
"Paratyphoid fever",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"פאראטיפואיד","19","2016"
"Tetanus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"צפדת","19","2016"
"Leprosy",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"צרעת","19","2016"
"Q fever",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"קדחת Q","19","2016"
"Dangue fever",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת דנגי","19","2016"
"Rift Valley fever",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת השקע האפריקני","19","2016"
"Relapsing fever",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת חוזרת","19","2016"
"Spotted fever",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת כתמים","19","2016"
"West Nile fever",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"קדחת מערב הנילוס","19","2016"
"Viral hemorrhagic fever: Ebola, Lassa, Marburg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת נגיפית המורגית: אבולה, לאסה, מרבורג","19","2016"
"Viral hemorrhagic fever excluding Ebola, Lassa, Marburg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת נגיפית המורגית למעט אבולה, לאסה, מרבורג","19","2016"
"Yellow Fever",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת צהובה","19","2016"
"Rheumatic fever",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת שיגרון","19","2016"
"Campylobacteriosis",84,0,0,2,9,0,1,0,6,0,0,14,0,0,5,"קמפילובקטריוזיס","19","2016"
"Criptosporidiosis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קריפטוספורידיוזיס","19","2016"
"Other rickettsial diseases",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ריקטסיוזות אחרות","19","2016"
"Tuberculosis - active pulmonary",0,3,0,1,0,0,0,0,0,0,0,0,5,0,0,"שחפת ריאות פעילה","19","2016"
"Tuberculosis - extrapulmonary",0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,"שחפת מחוץ לריאות","19","2016"
"Shigellosis",61,0,0,1,1,0,4,0,0,0,0,2,6,0,5,"שיגלוזיס","19","2016"
"Poliomyelitis caused by wild-type poliovirus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שיתוק ילדים הנגרם ע""י זן פרא של נגיף הפוליו","19","2016"
"Poliomyelitis caused by vaccine derived poliovirus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שיתוק ילדים הנגרם ע""י נגיף שמקורו בתרכיב חיסון","19","2016"
"Acute flaccid paralysis (through 15)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שיתוק רפה חד (עד גיל 15 ועד בכלל)","19","2016"
"Pertussis",9,0,0,2,4,0,8,0,2,0,0,7,0,0,1,"שעלת","19","2016"
"Influenza caused by a new subtype",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שפעת הנגרמת ע""י זן חדש","19","2016"
"Pandemic influenza",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שפעת פנדמית","19","2016"
"Avian influenza",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שפעת העופות","19","2016"
"Toxic shock syndrome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"תסמונת ההלם הטוקסי","19","2016"
"Severe Acute Respiratory Syndrome (SARS)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"תסמונת נשימתית חמורה חדה","19","2016"
"Food/Water borne infections",0,0,0,0,2,0,0,0,0,7,0,0,0,0,0,"הרעלת מזון/מים","19","2016"
"Varicella - Chickenpox",3,0,0,3,1,0,2,0,0,7,10,0,5,7,3,"אבעבועות רוח","2","2016"
"Smallpox",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"אבעבועות שחורות","2","2016"
"Rubella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"אדמת","2","2016"
"Congenital rubella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"אדמת מלידה","2","2016"
"E. coli O157:H7 infection",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיהום ע""י א. קולי O157:H7","2","2016"
"HIV carrier/ AIDS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"נשא HIV/ איידס","2","2016"
"Echinococcosis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"אכינוקוקוזיס","2","2016"
"Diphtheria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"אסכרה","2","2016"
"Botulism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"בוטוליזם","2","2016"
"Brucellosis",0,0,0,0,2,0,0,0,0,0,0,0,0,18,0,"ברוצלוזיס","2","2016"
"Giardiasis",8,0,0,0,1,0,7,0,0,0,0,0,16,0,0,"ג'יארדיאזיס","2","2016"
"Anthrax",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"גחלת","2","2016"
"Pneumonic Plague",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דבר נשימתי","2","2016"
"Plague- non pneumonic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דבר שאינו נשימתי","2","2016"
"Acute Hepatitis A",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"דלקת כבד נגיפית A","2","2016"
"Acute Hepatitis B",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,"דלקת כבד נגיפית B","2","2016"
"Acute Hepatitis C",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"דלקת כבד נגיפית C","2","2016"
"Acute viral hepatitis - other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת כבד נגיפית אחרת","2","2016"
"Encephalitis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת מח חדה","2","2016"
