disease_type,Jerusalem,Zefat,Kinneret,Afula,Akko,Nazareth,Haifa,Hadera,Ha'Sharon,Petach Tiqwa,Ramla,Rehovot,Tel Aviv,Beer Sheva,Ashqelon,disease_type_heb,week_num,year,all_districts
Acute viral hepatitis - other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת כבד נגיפית אחרת,23,2015,0
Encephalitis,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,דלקת מח חדה,23,2015,2
Meningitis - meningococcal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת עוצבה חדה מנינגוקוקית,23,2015,0
Meningitis - Haemophilus influenzae b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת עוצבה חדה ע""י Hib",23,2015,0
Meningitis - pneumococcal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת עוצבה חדה פנוימוקוקית,23,2015,0
Acute viral meningitis,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת עוצבה נגיפית,23,2015,1
Meningitis - unknown agent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת עוצבה - מחולל לא ידוע,23,2015,0
Meningitis - other,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,דלקת עוצבה חדה אחרת,23,2015,16
Gonorrhea,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,זיבה,23,2015,6
H. influenzae b invasive infection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיהום פולשני ע""י Hib",23,2015,0
Meningococcal invasive infection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיהום פולשני ע""י מנינגוקוק",23,2015,0
Pneumococcal invasive infection,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,"זיהום פולשני ע""י פנוימוקוק",23,2015,3
Mumps,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,חזרת,23,2015,1
Measles,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,חצבת,23,2015,3
Tularemia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,טולרמיה,23,2015,0
Typhoid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,טיפואיד,23,2015,0
Murine typhus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,טיפוס מוריני,23,2015,0
Cholera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,כולירה,23,2015,0
Non cholera vibrio infection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ויבריו שאינו כולירה,23,2015,0
Rabies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,כלבת,23,2015,0
Chlamydia trachomatis of the genital tract,0,0,0,0,0,0,15,0,1,0,0,0,17,0,0,כלמידיה טרכומטיס בדרכי המין,23,2015,33
Lymphogranuloma venereum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,לימפוגרנולומה ונראום,23,2015,0
Listeriosis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ליסטריוזיס,23,2015,0
Visceral leishmaniasis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,לישמניאזיס - קלה אזר,23,2015,0
Cutaneous leishmaniasis,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,לישמניאזיס של העור,23,2015,1
Leptospirosis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,לפטוספירוזיס,23,2015,0
Legionellosis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,מחלת הלגיונרים,23,2015,0
Creutzfeldt-Jacob disease,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,מחלת קרויצפלדט-יעקוב,23,2015,1
Malaria,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,מלריה,23,2015,3
GAS Invasive Infection,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,סטרפטוקוקים מקבוצה A זיהום פולשני,23,2015,1
Perinatal streptococcal B early onset,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,סטרפטוקוק B סב-לידתי - התחלה מוקדמת,23,2015,1
Perinatal streptococcal B late onset,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,סטרפטוקוק B סב-לידתי - התחלה מאוחרת,23,2015,0
Salmonellosis of the gastrointestinal tract,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,סלמונלוזיס של דרכי העיכול,23,2015,10
Syphilis - primary and secondary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,עגבת ראשונית ושניונית,23,2015,0
Syphilis - other,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,עגבת אחרת ומאוחרת,23,2015,1
Congenital Syphilis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,עגבת מלידה,23,2015,0
Paratyphoid fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,פאראטיפואיד,23,2015,0
Tetanus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,צפדת,23,2015,0
Leprosy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,צרעת,23,2015,0
Q fever,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,קדחת Q,23,2015,2
Dangue fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קדחת דנגי,23,2015,0
Rift Valley fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קדחת השקע האפריקני,23,2015,0
Relapsing fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קדחת חוזרת,23,2015,0
Spotted fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קדחת כתמים,23,2015,0
West Nile fever,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,קדחת מערב הנילוס,23,2015,2
"Viral hemorrhagic fever: Ebola, Lassa, Marburg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת נגיפית המורגית: אבולה, לאסה, מרבורג",23,2015,0
"Viral hemorrhagic fever excluding Ebola, Lassa, Marburg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת נגיפית המורגית למעט אבולה, לאסה, מרבורג",23,2015,0
Yellow Fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קדחת צהובה,23,2015,0
Rheumatic fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קדחת שיגרון,23,2015,0
Campylobacteriosis,4,2,0,0,14,0,0,0,1,27,3,4,0,1,0,קמפילובקטריוזיס,23,2015,56
Criptosporidiosis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קריפטוספורידיוזיס,23,2015,0
Other rickettsial diseases,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ריקטסיוזות אחרות,23,2015,0
Tuberculosis - active pulmonary,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,שחפת ריאות פעילה,23,2015,4
Tuberculosis - extrapulmonary,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,שחפת מחוץ לריאות,23,2015,1
Shigellosis,1,3,0,1,0,0,0,0,5,0,0,1,3,0,2,שיגלוזיס,23,2015,16
Poliomyelitis caused by wild-type poliovirus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שיתוק ילדים הנגרם ע""י זן פרא של נגיף הפוליו",23,2015,0
Poliomyelitis caused by vaccine derived poliovirus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שיתוק ילדים הנגרם ע""י נגיף שמקורו בתרכיב חיסון",23,2015,0
Acute flaccid paralysis (through 15),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,שיתוק רפה חד (עד גיל 15 ועד בכלל),23,2015,1
Pertussis,37,0,0,14,7,0,18,0,9,0,5,16,0,2,3,שעלת,23,2015,111
Influenza caused by a new subtype,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שפעת הנגרמת ע""י זן חדש",23,2015,0
Pandemic influenza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,שפעת פנדמית,23,2015,0
Avian influenza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,שפעת העופות,23,2015,0
Toxic shock syndrome,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,תסמונת ההלם הטוקסי,23,2015,0
Severe Acute Respiratory Syndrome (SARS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,תסמונת נשימתית חמורה חדה,23,2015,0
Food/Water borne infections,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,הרעלת מזון/מים,23,2015,0
Hospital (nosocomial) infections,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,זיהומים בבית חולים,23,2015,0
Varicella - Chickenpox,7,2,0,0,2,0,3,0,6,0,13,9,9,0,0,אבעבועות רוח,24,2015,51
Smallpox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,אבעבועות שחורות,24,2015,0
Rubella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,אדמת,24,2015,0
Congenital rubella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,אדמת מלידה,24,2015,0
E. coli O157:H7 infection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיהום ע""י א. קולי O157:H7",24,2015,0
HIV carrier/ AIDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,נשא HIV/ איידס,24,2015,0
Echinococcosis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,אכינוקוקוזיס,24,2015,0
Diphtheria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,אסכרה,24,2015,0
Botulism,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,בוטוליזם,24,2015,0
Brucellosis,4,0,0,0,1,0,1,0,0,0,0,0,0,1,0,ברוצלוזיס,24,2015,7
Giardiasis,6,0,0,0,0,0,1,0,2,0,1,0,3,0,0,ג'יארדיאזיס,24,2015,13
Anthrax,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,גחלת,24,2015,0
Pneumonic Plague,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דבר נשימתי,24,2015,0
Plague- non pneumonic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דבר שאינו נשימתי,24,2015,0
Acute Hepatitis A,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,דלקת כבד נגיפית A,24,2015,3
Acute Hepatitis B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת כבד נגיפית B,24,2015,0
Acute Hepatitis C,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,דלקת כבד נגיפית C,24,2015,1
Acute viral hepatitis - other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת כבד נגיפית אחרת,24,2015,0
Encephalitis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת מח חדה,24,2015,0
Meningitis - meningococcal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת עוצבה חדה מנינגוקוקית,24,2015,0
Meningitis - Haemophilus influenzae b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת עוצבה חדה ע""י Hib",24,2015,0
Meningitis - pneumococcal,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,דלקת עוצבה חדה פנוימוקוקית,24,2015,1
Acute viral meningitis,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,דלקת עוצבה נגיפית,24,2015,4
Meningitis - unknown agent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת עוצבה - מחולל לא ידוע,24,2015,0
Meningitis - other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת עוצבה חדה אחרת,24,2015,0
Gonorrhea,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,זיבה,24,2015,2
H. influenzae b invasive infection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיהום פולשני ע""י Hib",24,2015,0
Meningococcal invasive infection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיהום פולשני ע""י מנינגוקוק",24,2015,0
Pneumococcal invasive infection,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"זיהום פולשני ע""י פנוימוקוק",24,2015,1
Mumps,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,חזרת,24,2015,0
Measles,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,חצבת,24,2015,2
Tularemia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,טולרמיה,24,2015,0
Typhoid,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,טיפואיד,24,2015,1
Murine typhus,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,טיפוס מוריני,24,2015,2
Cholera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,כולירה,24,2015,0
Non cholera vibrio infection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ויבריו שאינו כולירה,24,2015,0
Rabies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,כלבת,24,2015,0
Chlamydia trachomatis of the genital tract,0,0,0,0,1,0,1,0,0,0,0,1,5,0,0,כלמידיה טרכומטיס בדרכי המין,24,2015,8
Lymphogranuloma venereum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,לימפוגרנולומה ונראום,24,2015,0
Listeriosis,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,ליסטריוזיס,24,2015,2
Visceral leishmaniasis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,לישמניאזיס - קלה אזר,24,2015,0
Cutaneous leishmaniasis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,לישמניאזיס של העור,24,2015,0
Leptospirosis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,לפטוספירוזיס,24,2015,0
Legionellosis,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,מחלת הלגיונרים,24,2015,2
Creutzfeldt-Jacob disease,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,מחלת קרויצפלדט-יעקוב,24,2015,2
Malaria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,מלריה,24,2015,0
GAS Invasive Infection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,סטרפטוקוקים מקבוצה A זיהום פולשני,24,2015,0
Perinatal streptococcal B early onset,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,סטרפטוקוק B סב-לידתי - התחלה מוקדמת,24,2015,0
Perinatal streptococcal B late onset,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,סטרפטוקוק B סב-לידתי - התחלה מאוחרת,24,2015,0
Salmonellosis of the gastrointestinal tract,9,0,0,0,3,3,2,0,7,0,2,9,12,0,0,סלמונלוזיס של דרכי העיכול,24,2015,47
Syphilis - primary and secondary,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,עגבת ראשונית ושניונית,24,2015,8
Syphilis - other,0,0,0,0,0,0,1,0,0,0,0,1,3,1,0,עגבת אחרת ומאוחרת,24,2015,6
Congenital Syphilis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,עגבת מלידה,24,2015,0
Paratyphoid fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,פאראטיפואיד,24,2015,0
Tetanus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,צפדת,24,2015,0
Leprosy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,צרעת,24,2015,0
Q fever,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,קדחת Q,24,2015,2
Dangue fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קדחת דנגי,24,2015,0
Rift Valley fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קדחת השקע האפריקני,24,2015,0
Relapsing fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קדחת חוזרת,24,2015,0
Spotted fever,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,קדחת כתמים,24,2015,1
West Nile fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קדחת מערב הנילוס,24,2015,0
"Viral hemorrhagic fever: Ebola, Lassa, Marburg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת נגיפית המורגית: אבולה, לאסה, מרבורג",24,2015,0
"Viral hemorrhagic fever excluding Ebola, Lassa, Marburg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת נגיפית המורגית למעט אבולה, לאסה, מרבורג",24,2015,0
Yellow Fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קדחת צהובה,24,2015,0
Rheumatic fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קדחת שיגרון,24,2015,0
Campylobacteriosis,39,0,0,0,0,0,36,0,1,0,5,15,26,18,0,קמפילובקטריוזיס,24,2015,140
Criptosporidiosis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קריפטוספורידיוזיס,24,2015,0
Other rickettsial diseases,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ריקטסיוזות אחרות,24,2015,0
Tuberculosis - active pulmonary,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,שחפת ריאות פעילה,24,2015,3
Tuberculosis - extrapulmonary,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,שחפת מחוץ לריאות,24,2015,3
Shigellosis,14,0,0,0,1,0,9,0,1,0,3,10,3,5,0,שיגלוזיס,24,2015,46
Poliomyelitis caused by wild-type poliovirus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שיתוק ילדים הנגרם ע""י זן פרא של נגיף הפוליו",24,2015,0
Poliomyelitis caused by vaccine derived poliovirus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שיתוק ילדים הנגרם ע""י נגיף שמקורו בתרכיב חיסון",24,2015,0
Acute flaccid paralysis (through 15),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,שיתוק רפה חד (עד גיל 15 ועד בכלל),24,2015,1
Pertussis,45,0,0,0,9,7,31,0,36,14,26,10,37,1,7,שעלת,24,2015,223
Influenza caused by a new subtype,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שפעת הנגרמת ע""י זן חדש",24,2015,0
Pandemic influenza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,שפעת פנדמית,24,2015,0
Avian influenza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,שפעת העופות,24,2015,0
Toxic shock syndrome,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,תסמונת ההלם הטוקסי,24,2015,0
Severe Acute Respiratory Syndrome (SARS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,תסמונת נשימתית חמורה חדה,24,2015,0
Food/Water borne infections,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,הרעלת מזון/מים,24,2015,0
Hospital (nosocomial) infections,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,זיהומים בבית חולים,24,2015,0
Varicella - Chickenpox,11,12,0,3,1,0,3,0,10,0,9,0,18,0,3,אבעבועות רוח,25,2015,70
Smallpox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,אבעבועות שחורות,25,2015,0
Rubella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,אדמת,25,2015,0
Congenital rubella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,אדמת מלידה,25,2015,0
E. coli O157:H7 infection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיהום ע""י א. קולי O157:H7",25,2015,0
HIV carrier/ AIDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,נשא HIV/ איידס,25,2015,0
Echinococcosis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,אכינוקוקוזיס,25,2015,0
Diphtheria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,אסכרה,25,2015,0
Botulism,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,בוטוליזם,25,2015,0
Brucellosis,1,0,0,1,0,3,0,0,0,0,0,0,0,9,0,ברוצלוזיס,25,2015,14
Giardiasis,16,0,0,0,0,0,0,0,0,0,1,0,16,0,4,ג'יארדיאזיס,25,2015,37
Anthrax,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,גחלת,25,2015,0
Pneumonic Plague,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דבר נשימתי,25,2015,0
Plague- non pneumonic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דבר שאינו נשימתי,25,2015,0
Acute Hepatitis A,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,דלקת כבד נגיפית A,25,2015,4
Acute Hepatitis B,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,דלקת כבד נגיפית B,25,2015,1
Acute Hepatitis C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת כבד נגיפית C,25,2015,0
Acute viral hepatitis - other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת כבד נגיפית אחרת,25,2015,0
Encephalitis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת מח חדה,25,2015,0
Meningitis - meningococcal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת עוצבה חדה מנינגוקוקית,25,2015,1
Meningitis - Haemophilus influenzae b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת עוצבה חדה ע""י Hib",25,2015,0
Meningitis - pneumococcal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת עוצבה חדה פנוימוקוקית,25,2015,0
Acute viral meningitis,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,דלקת עוצבה נגיפית,25,2015,2
Meningitis - unknown agent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת עוצבה - מחולל לא ידוע,25,2015,0
Meningitis - other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת עוצבה חדה אחרת,25,2015,0
Gonorrhea,1,0,0,0,0,0,0,0,0,0,0,0,5,1,0,זיבה,25,2015,7
H. influenzae b invasive infection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיהום פולשני ע""י Hib",25,2015,0
Meningococcal invasive infection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיהום פולשני ע""י מנינגוקוק",25,2015,0
Pneumococcal invasive infection,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"זיהום פולשני ע""י פנוימוקוק",25,2015,1
Mumps,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,חזרת,25,2015,1
Measles,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,חצבת,25,2015,3
Tularemia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,טולרמיה,25,2015,0
Typhoid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,טיפואיד,25,2015,0
Murine typhus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,טיפוס מוריני,25,2015,0
Cholera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,כולירה,25,2015,0
Non cholera vibrio infection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ויבריו שאינו כולירה,25,2015,0
Rabies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,כלבת,25,2015,0
Chlamydia trachomatis of the genital tract,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,כלמידיה טרכומטיס בדרכי המין,25,2015,7
Lymphogranuloma venereum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,לימפוגרנולומה ונראום,25,2015,0
Listeriosis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ליסטריוזיס,25,2015,0
Visceral leishmaniasis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,לישמניאזיס - קלה אזר,25,2015,0
Cutaneous leishmaniasis,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,לישמניאזיס של העור,25,2015,6
Leptospirosis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,לפטוספירוזיס,25,2015,0
Legionellosis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,מחלת הלגיונרים,25,2015,0
Creutzfeldt-Jacob disease,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,מחלת קרויצפלדט-יעקוב,25,2015,1
Malaria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,מלריה,25,2015,1
GAS Invasive Infection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,סטרפטוקוקים מקבוצה A זיהום פולשני,25,2015,0
Perinatal streptococcal B early onset,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,סטרפטוקוק B סב-לידתי - התחלה מוקדמת,25,2015,0
Perinatal streptococcal B late onset,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,סטרפטוקוק B סב-לידתי - התחלה מאוחרת,25,2015,0
Salmonellosis of the gastrointestinal tract,6,1,0,1,2,0,1,0,2,0,1,0,3,6,4,סלמונלוזיס של דרכי העיכול,25,2015,27
Syphilis - primary and secondary,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,עגבת ראשונית ושניונית,25,2015,11
Syphilis - other,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,עגבת אחרת ומאוחרת,25,2015,14
Congenital Syphilis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,עגבת מלידה,25,2015,0
Paratyphoid fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,פאראטיפואיד,25,2015,0
Tetanus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,צפדת,25,2015,0
Leprosy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,צרעת,25,2015,0
Q fever,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,קדחת Q,25,2015,3
Dangue fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קדחת דנגי,25,2015,0
Rift Valley fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קדחת השקע האפריקני,25,2015,0
Relapsing fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קדחת חוזרת,25,2015,0
Spotted fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קדחת כתמים,25,2015,0
West Nile fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קדחת מערב הנילוס,25,2015,0
"Viral hemorrhagic fever: Ebola, Lassa, Marburg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת נגיפית המורגית: אבולה, לאסה, מרבורג",25,2015,0
"Viral hemorrhagic fever excluding Ebola, Lassa, Marburg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת נגיפית המורגית למעט אבולה, לאסה, מרבורג",25,2015,0
Yellow Fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קדחת צהובה,25,2015,0
Rheumatic fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קדחת שיגרון,25,2015,0
Campylobacteriosis,31,0,0,0,5,0,0,0,3,0,1,0,36,18,5,קמפילובקטריוזיס,25,2015,99
Criptosporidiosis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קריפטוספורידיוזיס,25,2015,0
Other rickettsial diseases,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ריקטסיוזות אחרות,25,2015,0
Tuberculosis - active pulmonary,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,שחפת ריאות פעילה,25,2015,2
Tuberculosis - extrapulmonary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,שחפת מחוץ לריאות,25,2015,0
Shigellosis,17,9,0,0,0,0,0,0,1,0,3,0,4,4,5,שיגלוזיס,25,2015,43
Poliomyelitis caused by wild-type poliovirus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שיתוק ילדים הנגרם ע""י זן פרא של נגיף הפוליו",25,2015,0
Poliomyelitis caused by vaccine derived poliovirus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שיתוק ילדים הנגרם ע""י נגיף שמקורו בתרכיב חיסון",25,2015,0
