Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33
770,429,אי.בי.אי - נגב קופה מרכזית לפיצויים רב מסלולית,מרכזית לפיצויים,"אי.בי.אי בית השקעות בע""מ","אי.בי.אי. חברת ניהול קופות גמל וקרנות השתלמות בע""מ ",201805,01/11/1984,כלל האוכלוסיה,כללי,כללי,0.00,0.12,-1.10,-1.22,226.57,0.29,,,,,,,,,,,92.1,45.83,31.02,34.8,513789842,29/05/2019
771,429,אי.בי.אי - נגב קופה מרכזית לפיצויים רב מסלולית,מרכזית לפיצויים,"אי.בי.אי בית השקעות בע""מ","אי.בי.אי. חברת ניהול קופות גמל וקרנות השתלמות בע""מ ",201806,01/11/1984,כלל האוכלוסיה,כללי,כללי,0.00,0.77,-1.03,-1.80,224.77,0.29,,,,,,,,,,,92.2,45.49,31.04,35.03,513789842,29/05/2019
772,429,אי.בי.אי - נגב קופה מרכזית לפיצויים רב מסלולית,מרכזית לפיצויים,"הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ",201807,01/11/1984,כלל האוכלוסיה,כללי,כללי,0.00,0.10,0.00,-0.10,226.38,0.29,,,,,,,,,,,92.4,46.36,31.83,36.1,512227265,29/05/2019
773,429,אי.בי.אי - נגב קופה מרכזית לפיצויים רב מסלולית,מרכזית לפיצויים,"הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ",201808,01/11/1984,כלל האוכלוסיה,כללי,כללי,0.00,0.01,0.00,-0.01,228.42,0.29,,,,,,,,,,,92.6,47.17,30.48,36.01,512227265,29/05/2019
774,429,אי.בי.אי - נגב קופה מרכזית לפיצויים רב מסלולית,מרכזית לפיצויים,"הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ",201809,01/11/1984,כלל האוכלוסיה,כללי,כללי,0.00,0.02,0.00,-0.02,228.45,0.29,,,,,,,,,,,92.6,49.31,30.91,35.98,512227265,29/05/2019
775,429,אי.בי.אי - נגב קופה מרכזית לפיצויים רב מסלולית,מרכזית לפיצויים,"הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ",201810,01/11/1984,כלל האוכלוסיה,כללי,כללי,0.00,0.00,0.00,0.00,226.39,0.29,,,,,,,,,,,92.8,47.06,29.61,34.1,512227265,29/05/2019
776,429,אי.בי.אי - נגב קופה מרכזית לפיצויים רב מסלולית,מרכזית לפיצויים,"הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ",201811,01/11/1984,כלל האוכלוסיה,כללי,כללי,0.00,0.21,0.00,-0.21,226.48,0.29,,,,,,,,,,,92.8,46.71,29.15,34.44,512227265,29/05/2019
777,429,אי.בי.אי - נגב קופה מרכזית לפיצויים רב מסלולית,מרכזית לפיצויים,"הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ",201812,01/11/1984,כלל האוכלוסיה,כללי,כללי,0.00,0.16,0.00,-0.16,222.5,0.29,,,,,,,,,,,92.7,42.98,27.19,27.68,512227265,29/05/2019
778,438,קרן החיסכון לצבא הקבע כללי,קרנות השתלמות,"הראל השקעות בביטוח ושירותים פיננסיים בע""מ","קרן החסכון לצבא הקבע - חברה לניהול קופות גמל בע""מ",201801,01/04/1984,עובדי מפעל/גוף מסויים,כללי,כללי,49.01,23.54,-20.95,4.52,5067.21,0.31,,1.5,1.5,16.62,35.45,5.26,6.26,3.77,2.28,1.6,76.5,1831.71,2122.36,944.23,511033060,29/05/2019
779,438,קרן החיסכון לצבא הקבע כללי,קרנות השתלמות,"הראל השקעות בביטוח ושירותים פיננסיים בע""מ","קרן החסכון לצבא הקבע - חברה לניהול קופות גמל בע""מ",201802,01/04/1984,עובדי מפעל/גוף מסויים,כללי,כללי,29.49,19.62,-23.16,-13.29,5005.89,0.31,,-1.13,0.35,12.21,32.65,3.91,5.81,3.84,2.16,1.4,76,1853.83,2115.19,946.49,511033060,29/05/2019
780,438,קרן החיסכון לצבא הקבע כללי,קרנות השתלמות,"הראל השקעות בביטוח ושירותים פיננסיים בע""מ","קרן החסכון לצבא הקבע - חברה לניהול קופות גמל בע""מ",201803,01/04/1984,עובדי מפעל/גוף מסויים,כללי,כללי,38.61,21.07,-11.39,6.15,4981.05,0.31,,-0.58,-0.23,11.14,31.05,3.58,5.56,3.87,2.16,1.3,75.8,1823.42,2107.78,953.84,511033060,29/05/2019
781,438,קרן החיסכון לצבא הקבע כללי,קרנות השתלמות,"הראל השקעות בביטוח ושירותים פיננסיים בע""מ","קרן החסכון לצבא הקבע - חברה לניהול קופות גמל בע""מ",201804,01/04/1984,עובדי מפעל/גוף מסויים,כללי,כללי,39.37,20.79,-9.65,8.93,5025.86,0.31,,0.73,0.5,10.89,30.92,3.51,5.54,3.86,2.16,1.33,75.8,1830.9,2136.46,1026.41,511033060,29/05/2019
782,438,קרן החיסכון לצבא הקבע כללי,קרנות השתלמות,"הראל השקעות בביטוח ושירותים פיננסיים בע""מ","קרן החסכון לצבא הקבע - חברה לניהול קופות גמל בע""מ",201805,01/04/1984,עובדי מפעל/גוף מסויים,כללי,כללי,39.70,30.76,-16.50,-7.56,5020.46,0.31,,0.07,0.57,10.47,29.01,3.37,5.23,3.84,1.92,1.29,75.7,1819.74,2140.75,1054.56,511033060,29/05/2019
783,438,קרן החיסכון לצבא הקבע כללי,קרנות השתלמות,"הראל השקעות בביטוח ושירותים פיננסיים בע""מ","קרן החסכון לצבא הקבע - חברה לניהול קופות גמל בע""מ",201806,01/04/1984,עובדי מפעל/גוף מסויים,כללי,כללי,39.03,23.55,-12.27,3.21,5029.22,0.31,,0.14,0.71,12.94,30.99,4.14,5.55,3.75,1.8,1.35,75.6,1877.04,2214.21,1074.84,511033060,29/05/2019
784,438,קרן החיסכון לצבא הקבע כללי,קרנות השתלמות,"הראל השקעות בביטוח ושירותים פיננסיים בע""מ","קרן החסכון לצבא הקבע - חברה לניהול קופות גמל בע""מ",201807,01/04/1984,עובדי מפעל/גוף מסויים,כללי,כללי,39.60,21.63,-9.29,8.68,5091.32,0.31,,1.09,1.81,12.66,30.1,4.05,5.4,3.71,1.8,1.39,75.9,1859.58,2218.6,1116.25,511033060,29/05/2019
785,438,קרן החיסכון לצבא הקבע כללי,קרנות השתלמות,"הראל השקעות בביטוח ושירותים פיננסיים בע""מ","קרן החסכון לצבא הקבע - חברה לניהול קופות גמל בע""מ",201808,01/04/1984,עובדי מפעל/גוף מסויים,כללי,כללי,39.89,21.07,-13.32,5.50,5148.58,0.31,,1.04,2.87,15.79,32.46,5.01,5.78,3.68,1.8,1.51,75.9,1853.77,2181.07,1110.81,511033060,29/05/2019
786,438,קרן החיסכון לצבא הקבע כללי,קרנות השתלמות,"הראל השקעות בביטוח ושירותים פיננסיים בע""מ","קרן החסכון לצבא הקבע - חברה לניהול קופות גמל בע""מ",201809,01/04/1984,עובדי מפעל/גוף מסויים,כללי,כללי,39.78,20.48,-11.44,7.86,5171.67,0.31,,0.32,3.2,18.54,30.01,5.83,5.39,3.6,1.8,1.48,75.8,1884.4,2208.19,1135.01,511033060,29/05/2019
787,438,קרן החיסכון לצבא הקבע כללי,קרנות השתלמות,"הראל השקעות בביטוח ושירותים פיננסיים בע""מ","קרן החסכון לצבא הקבע - חברה לניהול קופות גמל בע""מ",201810,01/04/1984,עובדי מפעל/גוף מסויים,כללי,כללי,41.08,24.60,-14.40,2.08,5067.68,0.31,,-2.01,1.12,12.96,25.54,4.15,4.65,3.73,1.44,1.12,75.2,1860.81,2167.66,1110.94,511033060,29/05/2019
788,438,קרן החיסכון לצבא הקבע כללי,קרנות השתלמות,"הראל השקעות בביטוח ושירותים פיננסיים בע""מ","קרן החסכון לצבא הקבע - חברה לניהול קופות גמל בע""מ",201811,01/04/1984,עובדי מפעל/גוף מסויים,כללי,כללי,40.49,26.10,-22.05,-7.66,5080.74,0.31,,0.43,1.56,13.46,24.14,4.3,4.42,3.69,1.56,1.11,75.6,1866.78,2144.92,1116.49,511033060,29/05/2019
789,438,קרן החיסכון לצבא הקבע כללי,קרנות השתלמות,"הראל השקעות בביטוח ושירותים פיננסיים בע""מ","קרן החסכון לצבא הקבע - חברה לניהול קופות גמל בע""מ",201812,01/04/1984,עובדי מפעל/גוף מסויים,כללי,כללי,57.55,37.18,-20.77,-0.40,4921.12,0.31,,-2.81,-1.3,11.09,20.37,3.57,3.78,3.95,1.2,0.72,75,1726.76,2029.93,1066.02,511033060,29/05/2019
790,443,כלל גמל קופה מרכזית לפיצויים,מרכזית לפיצויים,אחר,"כלל פנסיה וגמל בע""מ",201801,29/06/1987,כלל האוכלוסיה,כללי,כללי,0.00,0.62,0.25,-0.37,99.16,0.71,,1.54,1.54,12.37,28.8,3.96,5.19,3.87,0.6,1.26,87.2,32.74,26.81,17.96,512244146,29/05/2019
791,443,כלל גמל קופה מרכזית לפיצויים,מרכזית לפיצויים,אחר,"כלל פנסיה וגמל בע""מ",201802,29/06/1987,כלל האוכלוסיה,כללי,כללי,0.00,0.68,-0.24,-0.92,96.87,0.71,,-1.32,0.2,8.07,25.79,2.62,4.7,3.94,0.6,1.06,87.1,34.77,27.29,17.6,512244146,29/05/2019
792,443,כלל גמל קופה מרכזית לפיצויים,מרכזית לפיצויים,אחר,"כלל פנסיה וגמל בע""מ",201803,29/06/1987,כלל האוכלוסיה,כללי,כללי,0.00,0.26,-0.08,-0.34,95.95,0.71,,-0.53,-0.33,6.52,24.59,2.13,4.5,3.96,0.6,0.98,86.8,32.56,27.86,17.34,512244146,29/05/2019
793,443,כלל גמל קופה מרכזית לפיצויים,מרכזית לפיצויים,אחר,"כלל פנסיה וגמל בע""מ",201804,29/06/1987,כלל האוכלוסיה,כללי,כללי,0.00,0.23,0.39,0.16,96.73,0.71,,0.71,0.38,6.75,24.02,2.2,4.4,3.95,0.6,1.01,87.6,34.45,30.86,18.02,512244146,29/05/2019
794,443,כלל גמל קופה מרכזית לפיצויים,מרכזית לפיצויים,אחר,"כלל פנסיה וגמל בע""מ",201805,29/06/1987,כלל האוכלוסיה,כללי,כללי,0.01,1.47,-1.47,-2.93,93.97,0.71,,0.24,0.62,6.59,22.57,2.15,4.15,3.92,0.48,0.99,87.5,33.09,29.48,18.18,512244146,29/05/2019
795,443,כלל גמל קופה מרכזית לפיצויים,מרכזית לפיצויים,אחר,"כלל פנסיה וגמל בע""מ",201806,29/06/1987,כלל האוכלוסיה,כללי,כללי,0.07,0.25,-0.07,-0.25,93.61,0.71,,-0.07,0.55,9.44,24.51,3.05,4.48,3.82,0.36,1.03,87.3,33.96,29.73,19.26,512244146,29/05/2019
796,443,כלל גמל קופה מרכזית לפיצויים,מרכזית לפיצויים,אחר,"כלל פנסיה וגמל בע""מ",201807,29/06/1987,כלל האוכלוסיה,כללי,כללי,0.00,0.28,-0.26,-0.54,94.28,0.71,,1.4,1.95,9.08,23.83,2.94,4.37,3.78,0.36,1.1,87.3,33.15,28.92,20.48,512244146,29/05/2019
797,443,כלל גמל קופה מרכזית לפיצויים,מרכזית לפיצויים,אחר,"כלל פנסיה וגמל בע""מ",201808,29/06/1987,כלל האוכלוסיה,כללי,כללי,0.10,0.31,0.00,-0.21,94.97,0.71,,1.01,2.98,11.98,25.5,3.84,4.65,3.77,0.12,1.19,87.2,34.14,29.14,20.32,512244146,29/05/2019
798,443,כלל גמל קופה מרכזית לפיצויים,מרכזית לפיצויים,אחר,"כלל פנסיה וגמל בע""מ",201809,29/06/1987,כלל האוכלוסיה,כללי,כללי,0.00,0.16,0.10,-0.06,94.9,0.71,,0.1,3.09,14.33,23.34,4.57,4.28,3.72,0.24,1.15,87.2,34.07,29.77,20.47,512244146,29/05/2019
799,443,כלל גמל קופה מרכזית לפיצויים,מרכזית לפיצויים,אחר,"כלל פנסיה וגמל בע""מ",201810,29/06/1987,כלל האוכלוסיה,כללי,כללי,0.00,1.10,-1.37,-2.47,90.64,0.71,,-1.89,1.14,9.31,19.03,3.01,3.55,3.8,0,0.84,87,33.26,30.72,19.7,512244146,29/05/2019
800,443,כלל גמל קופה מרכזית לפיצויים,מרכזית לפיצויים,אחר,"כלל פנסיה וגמל בע""מ",201811,29/06/1987,כלל האוכלוסיה,כללי,כללי,0.00,0.73,-0.58,-1.31,89.63,0.71,,0.38,1.52,9.85,17.68,3.18,3.31,3.76,0,0.83,87,33.29,30.29,20.33,512244146,29/05/2019
801,443,כלל גמל קופה מרכזית לפיצויים,מרכזית לפיצויים,אחר,"כלל פנסיה וגמל בע""מ",201812,29/06/1987,כלל האוכלוסיה,כללי,כללי,0.10,0.64,-0.20,-0.74,86.44,0.71,,-2.69,-1.21,7.77,14.7,2.53,2.78,3.98,-0.12,0.51,87.1,30.28,29.32,17.96,512244146,29/05/2019
802,456,כלל השתלמות כללי,קרנות השתלמות,אחר,"כלל פנסיה וגמל בע""מ",201801,21/01/1991,כלל האוכלוסיה,כללי,כללי,71.19,55.15,-28.54,-12.50,6708.15,0.64,,1.58,1.58,13.22,31.15,4.23,5.57,3.95,0.96,1.33,83.1,2342.91,2039.08,1205.96,512244146,29/05/2019
803,456,כלל השתלמות כללי,קרנות השתלמות,אחר,"כלל פנסיה וגמל בע""מ",201802,21/01/1991,כלל האוכלוסיה,כללי,כללי,78.01,41.75,-8.34,27.92,6654.1,0.64,,-1.17,0.39,8.79,28.13,2.85,5.08,4,0.96,1.14,82.8,2426.19,2035.18,1175.67,512244146,29/05/2019
804,456,כלל השתלמות כללי,קרנות השתלמות,אחר,"כלל פנסיה וגמל בע""מ",201803,21/01/1991,כלל האוכלוסיה,כללי,כללי,80.69,48.04,-17.20,15.45,6637.62,0.64,,-0.43,-0.04,7.15,27.02,2.33,4.9,4.02,1.08,1.07,82.5,2315.78,2120.98,1153.89,512244146,29/05/2019
805,456,כלל השתלמות כללי,קרנות השתלמות,אחר,"כלל פנסיה וגמל בע""מ",201804,21/01/1991,כלל האוכלוסיה,כללי,כללי,82.30,44.31,6.67,44.66,6722.78,0.64,,0.67,0.63,7.19,26.39,2.34,4.8,4.01,0.96,1.1,82.8,2519.84,2407.1,1255.72,512244146,29/05/2019
806,456,כלל השתלמות כללי,קרנות השתלמות,אחר,"כלל פנסיה וגמל בע""מ",201805,21/01/1991,כלל האוכלוסיה,כללי,כללי,83.94,49.30,-1.87,32.77,6770.48,0.64,,0.27,0.9,7.03,24.86,2.29,4.54,3.98,0.84,1.08,82.7,2493.09,2349.51,1282.69,512244146,29/05/2019
807,456,כלל השתלמות כללי,קרנות השתלמות,אחר,"כלל פנסיה וגמל בע""מ",201806,21/01/1991,כלל האוכלוסיה,כללי,כללי,75.63,38.35,6.05,43.33,6809.62,0.64,,-0.05,0.85,9.86,26.8,3.18,4.86,3.88,0.72,1.12,82.6,2597.12,2416.42,1367.98,512244146,29/05/2019
808,456,כלל השתלמות כללי,קרנות השתלמות,אחר,"כלל פנסיה וגמל בע""מ",201807,21/01/1991,כלל האוכלוסיה,כללי,כללי,92.14,43.69,17.41,65.86,6963.18,0.64,,1.38,2.24,9.67,26.21,3.12,4.77,3.85,0.72,1.19,82.6,2605.13,2418.32,1464.04,512244146,29/05/2019
809,456,כלל השתלמות כללי,קרנות השתלמות,אחר,"כלל פנסיה וגמל בע""מ",201808,21/01/1991,כלל האוכלוסיה,כללי,כללי,85.79,43.59,15.76,57.96,7087.41,0.64,,1,3.26,12.81,28.1,4.1,5.08,3.84,0.6,1.28,82.5,2557.35,2327.28,1456.57,512244146,29/05/2019
810,456,כלל השתלמות כללי,קרנות השתלמות,אחר,"כלל פנסיה וגמל בע""מ",201809,21/01/1991,כלל האוכלוסיה,כללי,כללי,85.74,32.04,-2.82,50.88,7146.77,0.64,,0.17,3.44,15.41,25.73,4.89,4.69,3.77,0.6,1.24,82.4,2638.35,2450.78,1472.22,512244146,29/05/2019
811,456,כלל השתלמות כללי,קרנות השתלמות,אחר,"כלל פנסיה וגמל בע""מ",201810,21/01/1991,כלל האוכלוסיה,כללי,כללי,88.62,37.57,14.71,65.76,7077.91,0.64,,-1.83,1.55,10.28,21.61,3.32,3.99,3.86,0.36,0.95,82.1,2648.52,2576.61,1424.53,512244146,29/05/2019
812,456,כלל השתלמות כללי,קרנות השתלמות,אחר,"כלל פנסיה וגמל בע""מ",201811,21/01/1991,כלל האוכלוסיה,כללי,כללי,88.76,39.82,-12.35,36.59,7140.64,0.64,,0.41,1.96,10.85,20.1,3.49,3.73,3.81,0.48,0.93,82.2,2677.65,2538.01,1589.42,512244146,29/05/2019
813,456,כלל השתלמות כללי,קרנות השתלמות,אחר,"כלל פנסיה וגמל בע""מ",201812,21/01/1991,כלל האוכלוסיה,כללי,כללי,145.46,48.87,0.77,97.36,7051.7,0.64,,-2.55,-0.64,8.91,16.99,2.89,3.19,4.02,0.36,0.61,82.2,2610.34,2642.1,1439.69,512244146,29/05/2019
814,470,מגדל השתלמות לבני 60 ומעלה,קרנות השתלמות,"שלמה אליהו אחזקות בע""מ","מגדל מקפת קרנות פנסיה וקופות גמל בע""מ",201801,01/12/2015,כלל האוכלוסיה,מתמחה אחר,אוכלוסיית יעד,0.84,0.22,4.45,5.07,50.68,0.54,,1.03,1.03,,,,,,,,95,11.56,9.36,5.03,512237744,29/05/2019
815,470,מגדל השתלמות לבני 60 ומעלה,קרנות השתלמות,"שלמה אליהו אחזקות בע""מ","מגדל מקפת קרנות פנסיה וקופות גמל בע""מ",201802,01/12/2015,כלל האוכלוסיה,מתמחה אחר,אוכלוסיית יעד,0.62,0.00,2.17,2.79,52.89,0.54,,-1.12,-0.1,,,,,,,,94.8,12.48,10.61,5.71,512237744,29/05/2019
816,470,מגדל השתלמות לבני 60 ומעלה,קרנות השתלמות,"שלמה אליהו אחזקות בע""מ","מגדל מקפת קרנות פנסיה וקופות גמל בע""מ",201803,01/12/2015,כלל האוכלוסיה,מתמחה אחר,אוכלוסיית יעד,0.58,0.10,2.89,3.37,56.02,0.54,,-0.4,-0.5,,,,,,,,94.6,13.22,11.13,7.05,512237744,29/05/2019
817,470,מגדל השתלמות לבני 60 ומעלה,קרנות השתלמות,"שלמה אליהו אחזקות בע""מ","מגדל מקפת קרנות פנסיה וקופות גמל בע""מ",201804,01/12/2015,כלל האוכלוסיה,מתמחה אחר,אוכלוסיית יעד,0.55,0.53,2.65,2.67,58.99,0.54,,0.57,0.07,,,,,,,,93.5,14.17,11.94,7.86,512237744,29/05/2019
818,470,מגדל השתלמות לבני 60 ומעלה,קרנות השתלמות,"שלמה אליהו אחזקות בע""מ","מגדל מקפת קרנות פנסיה וקופות גמל בע""מ",201805,01/12/2015,כלל האוכלוסיה,מתמחה אחר,אוכלוסיית יעד,0.68,0.29,3.07,3.46,62.55,0.54,,0.2,0.27,,,,,,,,93.4,14.66,12.31,7.84,512237744,29/05/2019
